movie_title,director_name,budget,content_rating,duration,actor_1_name,actor_2_name,actor_3_name,gross,genres,plot_keywords,imdb_score
The Wedding Date ,Clare Kilner,15000000,PG-13,90,Jack Davenport,Debra Messing,Holland Taylor,31585300,Comedy|Romance,chick flick|escort|male escort|wedding|wedding date,6.1
The Wendell Baker Story ,Andrew Wilson,8000000,PG-13,99,Will Ferrell,Eddie Griffin,Jacob Vargas,127144,Comedy|Drama|Romance,directorial debut|fantasy sequence|nurse|old age home|prison,5.5
The Whole Ten Yards ,Howard Deutch,40000000,PG-13,98,Bruce Willis,Matthew Perry,Natasha Henstridge,16323969,Comedy|Crime|Thriller,dentist|face slap|flashback|hitman|killing an animal,5.5
The Wolverine ,James Mangold,120000000,PG-13,138,Hugh Jackman,Tao Okamoto,Rila Fukushima,132550960,Action|Adventure|Sci-Fi|Thriller,healing power|marvel comics|mecha|regeneration|self healing,6.7
The Women ,Diane English,16500000,PG-13,114,Jada Pinkett Smith,Debi Mazar,Debra Messing,26896744,Comedy|Drama,beauty salon|divorce|fashion|new york|perfume,4.9
The Words ,Brian Klugman,6000000,PG-13,102,J.K. Simmons,Bradley Cooper,Olivia Wilde,11434867,Drama|Mystery|Romance|Thriller,american in paris|book|love|novel|writer,7.1
The Work and the Glory II: American Zion ,Sterling Van Wagenen,6500000,PG-13,100,Emily Podleski,Eric Johnson,Brenda Strong,2024854,Drama|Western,estrangement|missouri|mormon|mormon church|mormon temple,6.6
The X Files: I Want to Believe ,Chris Carter,30000000,PG-13,108,Mitch Pileggi,Callum Rennie,Nicki Aycox,20981633,Drama|Mystery|Sci-Fi|Thriller,fbi|priest|psychic|psychic vision|staff physician,5.9
The X Files ,Rob Bowman,66000000,PG-13,121,Martin Landau,Mitch Pileggi,Jeffrey DeMunn,83892374,Drama|Mystery|Sci-Fi|Thriller,agent|alien|bomb|fbi|government,7
The Yellow Handkerchief ,Udayan Prasad,15500000,PG-13,102,Kristen Stewart,Eddie Redmayne,William Hurt,317040,Drama|Romance,louisiana|overalls|road trip|southern u.s.|teenage boy,6.8
The Young Messiah ,Cyrus Nowrasteh,18500000,PG-13,111,Clive Russell,Vincent Walsh,Finn Ireland,6462576,Drama,based on novel,5.4
They ,Robert Harmon,17000000,PG-13,89,Alexander Gould,Ethan Embry,Marc Blucas,12693621,Horror|Mystery|Thriller,darkness|friend|kiss|nightmare|suicide,4.8
Think Like a Man Too ,Tim Story,24000000,PG-13,106,Romany Malco,Regina Hall,David Walton,65182182,Comedy|Romance,african american|imperative in title|las vegas nevada|nevada|wedding,5.7
Think Like a Man ,Tim Story,12000000,PG-13,122,Chris Brown,Romany Malco,Regina Hall,91547205,Comedy|Romance,advice|black romance|hip hop|reading a book|sex scene,6.6
Thirteen Days ,Roger Donaldson,80000000,PG-13,145,Bruce Greenwood,Jon Foster,Bruce Thomas,34566746,Drama|History|Thriller,blockade|crisis|cuba|missile|president,7.3
This Christmas ,Preston A. Whitmore II,13000000,PG-13,117,Mekhi Phifer,Chris Brown,Loretta Devine,49121934,Comedy|Drama|Romance,christmas|family home|musician|piano|secret,6.1
This Means War ,McG,65000000,PG-13,103,Tom Hardy,Abigail Spencer,Warren Christie,54758461,Action|Comedy|Romance,best friend|cia|cia agent|dating|undercover,6.3
Thor: The Dark World ,Alan Taylor,170000000,PG-13,112,Chris Hemsworth,Natalie Portman,Anthony Hopkins,206360018,Action|Adventure|Fantasy,arrest|portal|thor|warrior|weapon,7.1
Thor ,Kenneth Branagh,150000000,PG-13,115,Chris Hemsworth,Natalie Portman,Anthony Hopkins,181015141,Action|Adventure|Fantasy,battle|marvel cinematic universe|scientist|thor|throne,7
Timeline ,Richard Donner,80000000,PG-13,116,Paul Walker,Gerard Butler,Ethan Embry,19480739,Action|Adventure|Sci-Fi,castle|france|professor|student|time machine,5.6
Titanic ,James Cameron,200000000,PG-13,194,Leonardo DiCaprio,Kate Winslet,Gloria Stuart,658672302,Drama|Romance,artist|love|ship|titanic|wet,7.7
To Save a Life ,Brian Baugh,1000000,PG-13,120,Randy Wayne,Sean Michael Afable,D. David Morin,3773863,Drama,basketball|beer pong|childhood friend|christian|suicide,7.1
Torque ,Joseph Kahn,40000000,PG-13,84,Dane Cook,Jay Hernandez,Christina Milian,21176322,Action|Comedy|Crime,murder|on the run|security camera|surveillance footage|timebomb,4
Tower Heist ,Brett Ratner,75000000,PG-13,104,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,78009155,Action|Comedy|Crime,apartment|fbi|fraud|heist|manager,6.2
Transformers: Age of Extinction ,Michael Bay,210000000,PG-13,165,Bingbing Li,Sophia Myles,Kelsey Grammer,245428137,Action|Adventure|Sci-Fi,blockbuster|bumblebee the character|semi truck and trailer|texas|truck,5.7
Transformers: Dark of the Moon ,Michael Bay,195000000,PG-13,154,Glenn Morshower,Lester Speight,Kevin Dunn,352358779,Action|Adventure|Sci-Fi,autobot|decepticon|job interview|moon|spacecraft,6.3
Transformers: Revenge of the Fallen ,Michael Bay,200000000,PG-13,150,Glenn Morshower,Kevin Dunn,Ramon Rodriguez,402076689,Action|Adventure|Sci-Fi,autobot|decepticon|machine|sun|symbol,6
Transformers ,Michael Bay,150000000,PG-13,144,Zack Ward,Michael O'Neill,Kevin Dunn,318759914,Action|Adventure|Sci-Fi,alien contact|autobot|decepticon|robot vs. robot|teenage hero,7.1
Tremors ,Ron Underwood,11000000,PG-13,96,Reba McEntire,Ariana Richards,Michael Gross,16667084,Comedy|Horror|Sci-Fi,desert|giant worm|monster|pipe bomb|small town,7.1
True Grit ,Ethan Coen,38000000,PG-13,110,Matt Damon,Jeff Bridges,Bruce Green,171031347,Adventure|Drama|Western,arkansas|murder|sheriff|texas ranger|u.s. marshal,7.7
Tumbleweeds ,Gavin O'Connor,312000,PG-13,102,Kimberly J. Brown,Janet McTeer,Lois Smith,1281176,Comedy|Drama,boss|fight|reference to william shakespeare|white trash|written and directed by cast member,6.7
Twilight ,Catherine Hardwicke,37000000,PG-13,122,Kristen Stewart,Taylor Lautner,Anna Kendrick,191449475,Drama|Fantasy|Romance,blood|high school|love|school|vampire,5.2
Twister ,Jan de Bont,92000000,PG-13,113,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,241688385,Action|Adventure|Drama|Thriller,device|disaster|divorce|storm|tornado,6.3
Two Weeks Notice ,Marc Lawrence,60000000,PG-13,101,Dorian Missick,Alicia Witt,Dana Ivey,93307796,Comedy|Romance,developer|divorce|lawyer|love|new york city,6.1
UHF ,Jay Levey,5000000,PG-13,150,Fran Drescher,Gedde Watanabe,Michael Richards,6157157,Comedy|Drama,gambling|imagination|television|television station|tv show,7
Ultraviolet ,Kurt Wimmer,30000000,PG-13,94,Milla Jovovich,Cameron Bright,Nick Chinlund,18500966,Action|Horror|Sci-Fi|Thriller,boy|disease|hemophagia|speed|vampire,4.4
Unbreakable ,M. Night Shyamalan,75000000,PG-13,106,Robin Wright,Bruce Willis,Michael Kelly,94999143,Drama|Mystery|Sci-Fi|Thriller,child with gun|comic book|invulnerability|superhero|train crash,7.2
Unbroken ,Angelina Jolie Pitt,65000000,PG-13,137,Finn Wittrock,Jack O'Connell,Alex Russell,115603980,Biography|Drama|Sport|War,emaciation|male nudity|plane crash|prisoner of war|torture,7.2
Under the Tuscan Sun ,Audrey Wells,18000000,PG-13,113,Raoul Bova,Lindsay Duncan,Mario Monicelli,43601508,Comedy|Drama|Romance,author|book|vacation|villa|writer,6.7
Underclassman ,Marcos Siega,25000000,PG-13,95,Cheech Marin,Nick Cannon,Kaylee DeFer,5654777,Action|Comedy|Crime|Drama|Thriller,police|private school|shootout|undercover|wigger,4.1
Undercover Brother ,Malcolm D. Lee,25000000,PG-13,86,Dave Chappelle,Eddie Griffin,Chi McBride,38230435,Action|Comedy,african american|cadillac|disguise|secret agent|undercover,5.8
Unstoppable ,Tony Scott,100000000,PG-13,98,Denzel Washington,Rosario Dawson,Ethan Suplee,81557479,Action|Thriller,freight train|race against time|runaway train|train|train engineer,6.8
Up Close & Personal ,Jon Avnet,60000000,PG-13,124,Joe Mantegna,Stockard Channing,Raymond Cruz,51045801,Drama|Romance,journalism|news anchor|newscast|newscaster|tv journalism,6.1
Valentine's Day ,Garry Marshall,52000000,PG-13,125,Bradley Cooper,Taylor Lautner,Anne Hathaway,110476776,Comedy|Romance,flower|indian restaurant|tv station|valentine|valentine's day,5.7
Valkyrie ,Bryan Singer,75000000,PG-13,121,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,83077470,Drama|History|Thriller|War,american actor playing foreigner|assassination|conspiracy|military|nazis,7.1
Vampires Suck ,Jason Friedberg,20000000,PG-13,82,Diedrich Bader,Dave Foley,Anneliese van der Pol,36658108,Comedy,cat|friend|love|sheriff|teenager,3.5
Vamps ,Amy Heckerling,16000000,PG-13,92,Taylor Negron,Justin Kirk,Ivan Sergei,2964,Comedy|Horror|Romance,murder|new york city|one word title|vampire|vampire slayer,5.1
Vanity Fair ,Mira Nair,23000000,PG-13,141,Romola Garai,Roger Lloyd Pack,Lillete Dubey,16123851,Drama,aristocrat|english|painter|painting|singer,6.2
Vantage Point ,Pete Travis,40000000,PG-13,90,Dennis Quaid,Edgar Ramírez,William Hurt,72266306,Crime|Drama|Mystery|Thriller,explosion|multiple perspectives|president|secret service|shooting,6.6
Vertical Limit ,Martin Campbell,75000000,PG-13,124,Nicholas Lea,Scott Glenn,Ben Mendelsohn,68473360,Action|Adventure|Drama|Thriller,death|die hard scenario|k2|rescue|urination,5.9
Victor Frankenstein ,Paul McGuigan,40000000,PG-13,110,Daniel Radcliffe,Spencer Wilding,Daniel Mays,5773519,Drama|Horror|Sci-Fi|Thriller,assistant|experiment|frankenstein|medical student|scientist,6
Volcano ,Mick Jackson,90000000,PG-13,104,Don Cheadle,Anne Heche,Gaby Hoffmann,47474112,Action|Drama|Sci-Fi|Thriller,earthquake|fire|lava|rescue|volcano,5.4
W. ,Oliver Stone,25100000,PG-13,129,Toby Jones,Scott Glenn,Bruce McGill,25517500,Biography|Drama|History,bible|cabinet meeting|dog|drinking|family relationships,6.4
Waitress ,Adrienne Shelly,2000000,PG-13,108,Lew Temple,Cheryl Hines,Eddie Jemison,19067631,Comedy|Drama|Romance,domestic violence|pregnancy|unhappy marriage|unwanted pregnancy|waitress,7.1
Walk the Line ,James Mangold,28000000,PG-13,153,Sandra Ellis Lafferty,Dallas Roberts,Tyler Hilton,119518352,Biography|Drama|Music|Romance,1960s|accident|concert|guitar|prison,7.9
Walking Tall ,Kevin Bray,56000000,PG-13,86,Dwayne Johnson,Ashley Scott,Michael Bowen,45860039,Action|Crime,casino|football|sheriff|special forces|violence,6.2
Wall Street: Money Never Sleeps ,Oliver Stone,70000000,PG-13,136,Frank Langella,Austin Pendleton,John Buffalo Mailer,52474616,Drama,corporate greed|crisis|economy|greed|mentor,6.3
War Horse ,Steven Spielberg,66000000,PG-13,146,Jeremy Irvine,Benedict Cumberbatch,Eddie Marsan,79883359,Drama|War,barbed wire|british|cavalry|horse|world war one,7.2
War of the Worlds ,Steven Spielberg,132000000,PG-13,116,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,234277056,Adventure|Sci-Fi|Thriller,alien|fight|storm|survival|tripod,6.5
Warcraft ,Duncan Jones,160000000,PG-13,123,Dominic Cooper,Callum Rennie,Ruth Negga,46978995,Action|Adventure|Fantasy,based on video game|fictional language|fictional war|orc|sword and sorcery,7.3
Warm Bodies ,Jonathan Levine,35000000,PG-13,98,Cory Hardrict,Vincent Leclerc,Daniel Rindress-Kay,66359959,Comedy|Horror|Romance,fight|memory|teenager|undead|zombie,6.9
Warrior ,Gavin O'Connor,25000000,PG-13,140,Tom Hardy,Frank Grillo,Kevin Dunn,13651662,Drama|Sport,alcoholic|mixed martial arts|return home|tournament|underdog,8.2
Water for Elephants ,Francis Lawrence,38000000,PG-13,120,Robert Pattinson,Christoph Waltz,James Frain,58700247,Drama|Romance,circus|circus vargas|elephant|fear|train,6.9
Waterworld ,Kevin Reynolds,175000000,PG-13,176,Jeanne Tripplehorn,Rick Aviles,Zakes Mokae,88246220,Action|Adventure|Sci-Fi|Thriller,future|sail|sea|smoker|water,6.1
Wayne's World ,Penelope Spheeris,20000000,PG-13,94,Tia Carrere,Lara Flynn Boyle,Kurt Fuller,121697350,Comedy|Music,basement|lead actor's first film|long hair|public access|title directed by female,7
"Welcome Home, Roscoe Jenkins ",Malcolm D. Lee,35000000,PG-13,114,Mo'Nique,Mike Epps,Cedric the Entertainer,42168445,Comedy|Drama|Romance,african american protagonist|comma in title|four word title|name in title|talk show host,5.3
Welcome to Mooseport ,Donald Petrie,26000000,PG-13,110,Rip Torn,Ray Romano,Maura Tierney,14469428,Comedy|Romance,mayor|pink panties|upskirt|white panties|yellow panties,5.2
We're No Angels ,Neil Jordan,20000000,PG-13,106,Robert De Niro,Demi Moore,James Russo,10555348,Comedy|Crime,con|convict|escape|police|priest,6
What Dreams May Come ,Vincent Ward,85000000,PG-13,113,Robin Williams,Annabella Sciorra,Rosalind Chao,55350897,Drama|Fantasy|Romance,heaven|hell|soul|soul mate|suicide,7
What Happens in Vegas ,Tom Vaughan,35000000,PG-13,101,Treat Williams,Andrew Daly,Michelle Krusiec,80276912,Comedy|Romance,casino|father son relationship|jackpot|judge|wedding,6.1
What Lies Beneath ,Robert Zemeckis,100000000,PG-13,130,Harrison Ford,Amber Valletta,Miranda Otto,155370362,Drama|Fantasy|Horror|Mystery|Thriller,ghost|haunted house|research|secret|vermont,6.6
What to Expect When You're Expecting ,Kirk Jones,40000000,PG-13,110,Anna Kendrick,Dennis Quaid,Thomas Lennon,41102171,Comedy|Drama|Romance,baby|expecting twins|hawaiian shirt|photographer|pregnancy,5.7
What Women Want ,Nancy Meyers,70000000,PG-13,127,Judy Greer,Lisa Edelstein,Loretta Devine,182805123,Comedy|Fantasy|Romance,advertising|battle of the sexes|ex husband ex wife relationship|pantyhose|telepathy,6.4
Whatever It Takes ,David Raynr,15000000,PG-13,94,James Franco,Jodi Lyn O'Keefe,Marla Sokoloff,8735529,Comedy|Drama|Romance,male objectification|manipulative behavior|modern day adaptation|narcissistic woman|promiscuous woman,5.5
Whatever Works ,Woody Allen,15000000,PG-13,92,Larry David,Michael McKean,Conleth Hill,5306447,Comedy|Romance,atheist|limp|quantum mechanics|religion|runaway,7.2
What's Eating Gilbert Grape ,Lasse Hallström,11000000,PG-13,118,Johnny Depp,Leonardo DiCaprio,Kevin Tighe,9170214,Drama|Romance,apostrophe in title|face slap|four word title|grocery store|police,7.8
What's the Worst That Could Happen? ,Sam Weisman,45000000,PG-13,94,Bernie Mac,Larry Miller,Richard Schiff,32095318,Comedy|Crime,businessman|ring|thief|vulgarity|washington d.c.,5.5
When a Stranger Calls ,Simon West,15000000,PG-13,87,Madeline Carroll,Tessa Thompson,Brian Geraghty,47860214,Horror|Thriller,babysitting|cell phone|high school|nightmare|teenager,5
Where the Heart Is ,Matt Williams,15000000,PG-13,120,Natalie Portman,James Frain,Stockard Channing,33771174,Comedy|Drama|Romance,birth|oklahoma|photographer|tennessee|wal mart,6.8
Whip It ,Drew Barrymore,15000000,PG-13,111,Daniel Stern,Jimmy Fallon,Alia Shawkat,13034417,Drama|Sport,beauty pageant|friend|pageant|roller derby|texas,6.9
White Chicks ,Keenen Ivory Wayans,37000000,PG-13,109,Busy Philipps,Jaime King,Brittany Daniel,69148997,Comedy|Crime,african american|crossdresser|fbi|undercover|vomiting,5.4
White House Down ,Roland Emmerich,150000000,PG-13,131,Channing Tatum,Jake Weber,Matt Craven,73103784,Action|Drama|Thriller,black u.s. president|president|secret service|tour|white house,6.4
White Oleander ,Peter Kosminsky,16000000,PG-13,109,Patrick Fugit,Cole Hauser,Marc Donato,16346122,Drama,california|foster home|love|oleander|prison,7.2
White Squall ,Ridley Scott,38000000,PG-13,129,Jeff Bridges,Jason Marsden,Ethan Embry,10300000,Adventure|Drama,acrophobia|jamaica|male bonding|prostitute|tragedy,6.6
Who's Your Caddy? ,Don Michael Paul,7000000,PG-13,93,Jeffrey Jones,Faizon Love,Lil' Wayne,5694308,Comedy|Sport,2000s|golf caddy|golf course|golfer|question mark in title,2
Why Did I Get Married Too? ,Tyler Perry,20000000,PG-13,121,Michael Jai White,Cicely Tyson,Tasha Smith,60072596,Comedy|Drama|Romance,question mark in title|returning character killed off|sequel|six word title|writer director,4.4
Why Did I Get Married? ,Tyler Perry,15000000,PG-13,113,Michael Jai White,Tasha Smith,Lamman Rucker,55184721,Comedy|Drama,marriage|overweight|psychologist|secret|work,5.6
Wicker Park ,Paul McGuigan,30000000,PG-13,114,Jessica Paré,Christopher Cousins,Mark Camacho,12831121,Drama|Mystery|Romance|Thriller,flashback|flashback within a flashback|multiple perspectives|obsession|split screen,7
Wild Wild West ,Barry Sonnenfeld,170000000,PG-13,106,Will Smith,Salma Hayek,Bai Ling,113745408,Action|Comedy|Sci-Fi|Western,buddy movie|general|inventor|steampunk|utah,4.8
Win a Date with Tad Hamilton! ,Robert Luketic,24000000,PG-13,95,Topher Grace,Gary Cole,Nathan Lane,16964743,Comedy|Romance,best friend|contest|date|small town|west virginia,5.6
Wing Commander ,Chris Roberts,30000000,PG-13,100,Saffron Burrows,David Suchet,Jürgen Prochnow,11576087,Action|Adventure|Sci-Fi,27th century|fighter pilot|orchestral music score|outer space|space opera,4.1
Winter's Tale ,Akiva Goldsman,60000000,PG-13,118,Matt Bomer,William Hurt,Kevin Corrigan,22451,Drama|Fantasy|Mystery|Romance,black and white photograph|drawing with blood|falling through ice|playing piano|red haired woman,6.2
Without a Paddle ,Steven Brill,19000000,PG-13,95,Antony Starr,Scott Adsit,Bonnie Somerville,58156435,Adventure|Comedy|Mystery,death|friend|hijacker|river|tree house,5.9
Without Limits ,Robert Towne,25000000,PG-13,117,Billy Burke,Monica Potter,Billy Crudup,777423,Biography|Drama|Sport,car crash|coach|death|oregon|university of oregon,7.2
Witless Protection ,Charles Robert Carner,7500000,PG-13,97,Ivana Milicevic,Jenny McCarthy,Richard Bull,4131640,Comedy|Crime,fbi|polo|possum|sheriff|shotgun,3.1
World Trade Center ,Oliver Stone,63000000,PG-13,129,Nicolas Cage,Jay Hernandez,Armando Riesco,70236496,Drama|History|Thriller,based on true story|police|rescue|rubble|trapped,6
World War Z ,Marc Forster,190000000,PG-13,123,Peter Capaldi,Brad Pitt,Mireille Enos,202351611,Action|Adventure|Horror|Sci-Fi|Thriller,chaos|disease|infection|pandemic|zombie,7
Wrath of the Titans ,Jonathan Liebesman,150000000,PG-13,99,Liam Neeson,Edgar Ramírez,Lily James,83640426,Action|Adventure|Fantasy,ares|hades|titan|underworld|zeus,5.8
Wyatt Earp ,Lawrence Kasdan,63000000,PG-13,212,Dennis Quaid,Catherine O'Hara,Isabella Rossellini,25052000,Adventure|Biography|Crime|Drama|Western,historically inaccurate|name calling|penis slur|vomiting|wyatt earp,6.6
X-Men Origins: Wolverine ,Gavin Hood,150000000,PG-13,119,Hugh Jackman,Ryan Reynolds,Dominic Monaghan,179883016,Action|Adventure|Fantasy|Sci-Fi|Thriller,army|civil war|claw fight|commando|wolverine the character,6.7
X-Men: Apocalypse ,Bryan Singer,178000000,PG-13,144,Jennifer Lawrence,Michael Fassbender,Tye Sheridan,154985087,Action|Adventure|Sci-Fi,mutant|superhero|superhero team|x men|year 1983,7.3
X-Men: Days of Future Past ,Bryan Singer,200000000,PG-13,149,Jennifer Lawrence,Peter Dinklage,Hugh Jackman,233914986,Action|Adventure|Fantasy|Sci-Fi|Thriller,dystopia|super strength|supernatural power|time paradox|time travel,8
X-Men: First Class ,Matthew Vaughn,160000000,PG-13,132,Jennifer Lawrence,Michael Fassbender,Oliver Platt,146405371,Action|Adventure|Sci-Fi,cia|cia agent|mutant|nuclear war|professor,7.8
X-Men ,Bryan Singer,75000000,PG-13,104,Hugh Jackman,Tyler Mane,Bruce Davison,157299717,Action|Adventure|Sci-Fi,first part|mutant|professor|superhero|superhero team,7.4
xXx: State of the Union ,Lee Tamahori,87000000,PG-13,101,Sunny Mabrey,Nona Gaye,Xzibit,26082914,Action|Adventure|Crime|Thriller,coup d'etat|mutiny|president|u.s. navy|washington d.c.,4.3
