movie_title,director_name,duration,actor_1_name,actor_2_name,actor_3_name,gross,genres,plot_keywords,language,country,content_rating,budget,imdb_score,aspect_ratio
Land of the Lost ,Brad Silberling,102,Will Ferrell,Anna Friel,Bobb'e J. Thompson,49392095,Adventure|Comedy|Sci-Fi,human versus dinosaur|lizard|primate|time travel|tyrannosaurus rex,English,USA,PG-13,100000000,5.4,1.85
Lara Croft Tomb Raider: The Cradle of Life ,Jan de Bont,117,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,65653758,Action|Adventure|Fantasy,duology|female hero|female lead|orb|pandora's box,English,USA,PG-13,95000000,5.5,2.35
Lara Croft: Tomb Raider ,Simon West,100,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,131144183,Action|Adventure|Fantasy|Thriller,illuminati|planetary alignment|time|tomb|tomb raider,English,USA,PG-13,115000000,5.7,2.35
Larry Crowne ,Tom Hanks,98,Tom Hanks,Rob Riggle,Randall Park,35565975,Comedy|Drama|Romance,bus stop|college|community college|scooter|speech class,English,USA,PG-13,30000000,6.1,2.35
Larry the Cable Guy: Health Inspector ,Trent Cooper,89,Thomas F. Wilson,Larry the Cable Guy,Megyn Price,15655665,Comedy|Romance,diner|food poisoning|health inspector|restaurant|undercover,English,USA,PG-13,4000000,3.1,1.33
Lars and the Real Girl ,Craig Gillespie,106,Ryan Gosling,Kelli Garner,Paul Schneider,5949693,Comedy|Drama|Romance,in love with an inanimate object|internet|introvert|psychologist|sex doll,English,USA,PG-13,12000000,7.4,1.85
Last Action Hero ,John McTiernan,130,F. Murray Abraham,Tom Noonan,Joan Plowright,50016394,Action|Adventure|Comedy|Fantasy,action hero|hero|magic|ticket|video store,English,USA,PG-13,70000000,6.2,2.35
Last Holiday ,Wayne Wang,112,LL Cool J,Alicia Witt,Timothy Hutton,38360195,Adventure|Comedy|Drama,chef|congressman|cook|hotel|senator,English,USA,PG-13,45000000,6.4,2.35
Last Vegas ,Jon Turteltaub,105,Robert De Niro,Morgan Freeman,Romany Malco,63910583,Comedy|Romance,bachelor party|bloody mary the drink|bouncer|brooklyn new york city|vegas,English,USA,PG-13,28000000,6.6,2.35
Latter Days ,C. Jay Cox,107,Joseph Gordon-Levitt,Rob McElhenney,Jacqueline Bisset,819939,Comedy|Drama|Romance,christian|male frontal nudity|mormon|mormon missionary|nudity,English,USA,R,850000,7.2,1.85
Law Abiding Citizen ,F. Gary Gray,118,Gerard Butler,Leslie Bibb,Michael Kelly,73343413,Crime|Drama|Thriller,attorney|deal|district attorney|investigation|justice,English,USA,R,50000000,7.4,2.35
Leap Year ,Anand Tucker,100,Adam Scott,Kaitlin Olson,Dominique McElligott,12561,Comedy|Romance,ireland|irish|journey|tradition|travel,English,USA,PG,19000000,6.4,2.35
Leatherheads ,George Clooney,114,Robert Baker,Malcolm Goodwin,Matt Bushell,31199215,Comedy|Drama|Romance|Sport,college football|fight|football|hero|surrender,English,USA,PG-13,58000000,6,1.85
Leaving Las Vegas ,Mike Figgis,111,Nicolas Cage,Valeria Golino,Julian Sands,31968347,Drama|Romance,alcoholic|bar|love|prostitute|sex,English,USA,R,3600000,7.6,1.66
Lee Daniels' The Butler ,Lee Daniels,132,Alex Pettyfer,David Oyelowo,Vanessa Redgrave,116631310,Biography|Drama,butler|civil rights|hotel|president|white house,English,USA,PG-13,30000000,7.2,1.85
Left Behind ,Vic Armstrong,110,Nicolas Cage,Lea Thompson,Quinton Aaron,13998282,Action|Drama|Fantasy|Mystery|Thriller,bible quote|chaos|faith|riot|shrine,English,USA,PG-13,16000000,3.1,2.35
Legal Eagles ,Ivan Reitman,116,Brian Dennehy,Debra Winger,Roscoe Lee Browne,49851591,Comedy|Crime|Romance,judicial|judiciary|lawyer|murder|painting,English,USA,PG,40000000,5.9,2.35
"Legally Blonde 2: Red, White & Blonde ",Charles Herman-Wurmfeld,95,Mary Lynn Rajskub,Bruce McGill,Bob Newhart,89808372,Comedy,animal rights|congresswoman|doorman|transvestism|washington d.c.,English,USA,PG-13,45000000,4.6,1.85
Legally Blonde ,Robert Luketic,96,Linda Cardellini,Raquel Welch,Alanna Ubach,95001351,Comedy|Romance,blonde|harvard|law|law school|sorority,English,USA,PG-13,18000000,6.2,2.35
Legend of the Guardians: The Owls of Ga'Hoole ,Zack Snyder,101,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,55673333,Action|Adventure|Animation|Family|Fantasy,barn owl|escape|owl|ruler|soldier,English,USA,PG,80000000,7,2.35
Legends of Oz: Dorothy's Return ,Will Finn,88,Lea Michele,Oliver Platt,Jim Belushi,8460990,Adventure|Animation|Family|Fantasy|Musical,jester|kansas|oz|princess|tornado,English,USA,PG,70000000,5.6,
Legends of the Fall ,Edward Zwick,133,Anthony Hopkins,Brad Pitt,Julia Ormond,66528842,Drama|Romance|War|Western,epic|heart|killing an animal|passion|usa,English,USA,R,30000000,7.5,1.85
Legion ,Scott Stewart,100,Dennis Quaid,Kate Walsh,Charles S. Dutton,40168080,Action|Fantasy|Horror,angel|diner|faith|human race|religious faith,English,USA,R,26000000,5.2,2.35
Les Misérables ,Tom Hooper,158,Hugh Jackman,Eddie Redmayne,Anne Hathaway,148775460,Drama|Musical|Romance,barricade|innkeeper|parole|rebellion|student,English,USA,PG-13,61000000,7.6,1.85
Lethal Weapon 3 ,Richard Donner,121,Rene Russo,Nick Chinlund,Stuart Wilson,144731527,Action|Crime|Thriller,gangster|gun|internal affairs|police|police officer,English,USA,R,35000000,6.7,2.35
Lethal Weapon 4 ,Richard Donner,127,Jet Li,Rene Russo,Darlene Love,129734803,Action|Crime|Thriller,kung fu|lapd|martial arts|private investigator|triad,English,USA,R,140000000,6.6,2.35
Let's Be Cops ,Luke Greenfield,104,Rob Riggle,Damon Wayans Jr.,James D'Arcy,82389560,Comedy,friendship between men|impersonating a police officer|mobster|party|police officer,English,USA,R,17000000,6.5,1.85
Letters from Iwo Jima ,Clint Eastwood,141,Yuki Matsuzaki,Kazunari Ninomiya,Shidô Nakamura,13753931,Drama|History|War,blood splatter|general|island|japan|world war two,Japanese,USA,R,19000000,7.9,2.35
Letters to God ,David Nixon,110,Robyn Lively,Michael Bolten,Christopher Schmidt,2848578,Drama|Family,cancer|faith|hope|letter|prayer,English,USA,PG,3500000,6.3,1.78
Letters to Juliet ,Gary Winick,105,Vanessa Redgrave,Marcia DeBonis,Luisa Ranieri,53021560,Comedy|Drama|Romance,chick flick|female protagonist|italian stereotype|man in a swimsuit|verona italy,English,USA,PG,30000000,6.5,2.35
Liar Liar ,Tom Shadyac,86,Maura Tierney,Swoosie Kurtz,Randall 'Tex' Cobb,181395380,Comedy|Fantasy|Romance,birthday|birthday wish|father disappoints child|lie|workaholic,English,USA,PG-13,45000000,6.8,1.85
License to Wed ,Ken Kwapis,91,Robin Williams,Christine Taylor,Mindy Kaling,43792641,Comedy|Romance,box office flop|church|kissing|usa|wedding,English,USA,PG-13,35000000,5.3,2.35
Life as a House ,Irwin Winkler,125,Ian Somerhalder,Hayden Christensen,Kristin Scott Thomas,15561627,Drama,cancer|construction|house|house construction|neighbor,English,USA,R,18000000,7.5,2.35
Life of Pi ,Ang Lee,127,Suraj Sharma,Rafe Spall,Tabu,124976634,Adventure|Drama|Fantasy,animal|faith|india|journey|tiger,English,USA,PG,120000000,8,1.85
Life or Something Like It ,Stephen Herek,103,Angelina Jolie Pitt,Stockard Channing,James Gammon,14448589,Comedy|Romance,football|homeless man|interview|psychic|reporter,English,USA,PG-13,40000000,5.8,2.35
Light It Up ,Craig Bolotin,99,Rosario Dawson,Vanessa Williams,Robert Ri'chard,5871603,Drama|Thriller,black cop|die hard scenario|hostage negotiator|police|police brutality,English,USA,R,13000000,6,1.85
Light Sleeper ,Paul Schrader,103,Dana Delany,Jane Adams,David Clennon,1100000,Crime|Drama,bare breasts|drugs|existentialism|new york city|redemption,English,USA,R,5000000,6.8,1.85
Lights Out ,David F. Sandberg,81,Billy Burke,Amiah Miller,Gabriel Bateman,56536016,Horror,based on short film|reference to avenged sevenfold|reference to slayer|switching lights on and off|two word title,English,USA,PG-13,4900000,6.9,2.35
Like Crazy ,Drake Doremus,90,Jennifer Lawrence,Charlie Bewley,Finola Hughes,3388210,Drama|Romance,girlfriend|immigration|long distance relationship|parents|student visa,English,USA,PG-13,250000,6.7,1.78
Like Mike ,John Schultz,99,Brenda Song,Robert Forster,Anne Meara,51432423,Comedy|Family|Fantasy|Sport,basketball|lightning|nba|orphanage|shoe,English,USA,PG,30000000,5.1,1.85
Lilo & Stitch ,Dean DeBlois,85,Tia Carrere,Jason Scott Lee,David Ogden Stiers,145771527,Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,alien|escape|fugitive|hawaii|social worker,English,USA,PG,80000000,7.2,1.66
Limbo ,John Sayles,126,Mary Elizabeth Mastrantonio,Casey Siemaszko,Vanessa Martinez,1997807,Adventure|Drama|Thriller,alaska|island|motorboat|singer|wilderness,English,USA,R,8000000,7.1,1.85
Lincoln ,Steven Spielberg,150,Joseph Gordon-Levitt,Hal Holbrook,Bruce McGill,182204440,Biography|Drama|History|War,cultural conflict|politics|president|slavery|u.s. president,English,USA,PG-13,65000000,7.4,2.35
Lions for Lambs ,Robert Redford,92,Meryl Streep,Tom Cruise,Andrew Garfield,14998070,Drama|Thriller|War,afghanistan|professor|reporter|student|university,English,USA,R,35000000,6.2,2.35
Little Black Book ,Nick Hurran,105,Holly Hunter,Kevin Sussman,Dave Annable,20422207,Comedy|Drama|Romance,electronic devices|gynecologist|little black book|plan|set up,English,USA,PG-13,35000000,5.2,2.35
Little Children ,Todd Field,137,Kate Winslet,Noah Emmerich,Jane Adams,5459824,Drama|Romance,adulterous wife|bar|dysfunctional marriage|sex offender|suburb,English,USA,R,26000000,7.6,2.35
Little Fockers ,Paul Weitz,98,Robert De Niro,Blythe Danner,Teri Polo,148383780,Comedy|Romance,birthday|critically bashed|male nurse|nurse|suspicion,English,USA,PG-13,100000000,5.5,1.85
Little Miss Sunshine ,Jonathan Dayton,101,Steve Carell,Steven Christopher Parker,Jill Talley,59889948,Comedy|Drama,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,English,USA,R,8000000,7.9,2.35
Little Nicky ,Steven Brill,90,Adam Sandler,Jon Lovitz,Michael McKean,39442871,Comedy|Fantasy,angel|devil|flask|hell|the devil,English,USA,PG-13,80000000,5.3,1.85
Little Shop of Horrors ,Frank Oz,102,Bill Murray,Jim Belushi,Tisha Campbell-Martin,38747385,Comedy|Horror|Musical|Sci-Fi,eclipse|florist|nerd|plant|shop,English,USA,PG-13,25000000,6.9,1.85
Little Women ,Gillian Armstrong,115,Christian Bale,Kirsten Dunst,Eric Stoltz,50003300,Drama|Family|Romance,civil war|female protagonist|post civil war|reference to friedrich schiller|u.s. civil war,English,USA,PG,15000000,7.3,1.85
Littleman ,Keenen Ivory Wayans,98,Chazz Palminteri,Brittany Daniel,John Witherspoon,58255287,Comedy|Crime,diamond|infant|parody|spoof|sports violence,English,USA,PG-13,64000000,4.3,1.85
Live Free or Die Hard ,Len Wiseman,129,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,134520804,Action|Adventure|Thriller,fbi|hacker|independence day|police|terrorist,English,USA,PG-13,110000000,7.2,2.35
Living Out Loud ,Richard LaGravenese,100,Holly Hunter,Eddie Cibrian,Jenette Goldstein,12902790,Comedy|Drama|Romance,brooklyn bridge|divorce|female protagonist|female star appears nude|lingerie slip,English,USA,R,12000000,6.6,2.35
Loaded Weapon 1 ,Gene Quintano,84,Jon Lovitz,Lin Shaye,Bill Nunn,27979400,Action|Comedy|Crime,cookie|detective|microfilm|parody|sergeant,English,USA,PG-13,8200000,6.1,1.85
Locker 13 ,Bruce Dellis,95,Tatyana Ali,Ricky Schroder,Jon Polito,2468,Thriller,digit in title|latino|life or death|philosophy|supernatural,English,USA,R,300000,4.8,1.85
Logan's Run ,Michael Anderson,119,Farrah Fawcett,Jenny Agutter,Peter Ustinov,25000000,Action|Adventure|Sci-Fi,cat|computer|cult film|runner|sanctuary,English,USA,PG,9000000,6.8,2.35
Lone Star ,John Sayles,135,Matthew McConaughey,Clifton James,Miriam Colon,13269963,Drama|Mystery,father son relationship|interracial relationship|neo western|sheriff|texas,English,USA,R,5000000,7.6,2.35
Lone Survivor ,Peter Berg,121,Jerry Ferrara,Scott Elrod,Dan Bilzerian,125069696,Action|Biography|Drama|Thriller|War,courage|navy seal|outnumbered|shot multiple times|survival,English,USA,R,40000000,7.6,2.35
Lone Wolf McQuade ,Steve Carver,107,David Carradine,William Sanderson,Robert Beltran,12200000,Action|Crime|Drama|Thriller|Western,drugs|martial arts|texas|texas ranger|weapon,English,USA,PG,5000000,6.3,1.85
Lonesome Jim ,Steve Buscemi,91,Kevin Corrigan,Seymour Cassel,Mary Kay Place,154077,Comedy|Drama,bail|coma|dart board|indiana|ladder factory,English,USA,R,500000,6.6,1.85
Looper ,Rian Johnson,119,Joseph Gordon-Levitt,Bruce Willis,Tracie Thoms,66468315,Action|Crime|Drama|Sci-Fi|Thriller,chase|future|surprise ending|time loop|time travel,English,USA,R,30000000,7.4,2.35
Lord of War ,Andrew Niccol,122,Nicolas Cage,Jeremy Crutchley,Jared Burke,24127895,Crime|Drama|Thriller,1980s|arms dealer|immorality|ukrainian|warlord,English,USA,R,50000000,7.6,2.35
Lords of Dogtown ,Catherine Hardwicke,107,Heath Ledger,Michael Angarano,Rebecca De Mornay,11008432,Biography|Drama|Sport,1970s|skateboarder|skateboarding|surf|swimming pool,English,USA,PG-13,25000000,7.1,1.85
Loser ,Amy Heckerling,98,Andy Dick,Robert Miano,Zak Orth,15464026,Comedy|Romance,college|loser|love|new york city|overdose,English,USA,PG-13,20000000,5.3,1.85
Lost in Space ,Stephen Hopkins,130,Gary Oldman,William Hurt,June Lockhart,69102910,Action|Adventure|Family|Sci-Fi|Thriller,based on tv series|remake|robot|scientist|spaceship,English,USA,PG-13,80000000,5.1,2.35
Lost in Translation ,Sofia Coppola,101,Scarlett Johansson,Bill Murray,Catherine Lambert,44566004,Drama,fish out of water|japanese|loneliness|older man younger woman relationship|unlikely friendship,English,USA,R,4000000,7.8,1.85
Lost Souls ,Janusz Kaminski,97,Philip Baker Hall,Bob Clendenin,Ben Chaplin,16779636,Drama|Horror|Thriller,faith|mental patient|priest|scheme|teacher,English,USA,R,28000000,4.8,2.35
Love & Basketball ,Gina Prince-Bythewood,124,Alfre Woodard,Sanaa Lathan,Omar Epps,27441122,Drama|Romance|Sport,basketball movie|female basketball player|high school|nba|title directed by female,English,USA,PG-13,15000000,7.2,1.85
Love & Other Drugs ,Edward Zwick,112,Jake Gyllenhaal,Anne Hathaway,Judy Greer,32357532,Comedy|Drama|Romance,female nudity|male objectification|pfizer|viagra|zoloft,English,USA,R,30000000,6.7,1.85
Love Happens ,Brandon Camp,109,Judy Greer,Sasha Alexander,Frances Conroy,22927390,Drama|Romance,florist|motivational speaker|self help guru|seminar|widower,English,USA,PG-13,18000000,5.6,1.85
Love in the Time of Cholera ,Mike Newell,139,Marcela Mar,Giovanna Mezzogiorno,Unax Ugalde,4584886,Drama|Romance,19th century|colombia|love|marriage|widow,English,USA,R,45000000,6.4,2.35
Love Jones ,Theodore Witcher,104,Leonard Roberts,Nia Long,Larenz Tate,12514138,Drama|Romance,african american|cult film|ex boyfriend|middle class|sex,English,USA,R,10000000,7.4,1.85
Love Ranch ,Taylor Hackford,117,Scout Taylor-Compton,Bai Ling,Gil Birmingham,134904,Comedy|Drama|Romance|Sport,argentine|brothel|cancer|female full frontal nudity|fight,English,USA,R,25000000,5.7,1.78
Love Stinks ,Jeff Franklin,94,Ivana Milicevic,Tyra Banks,Bridgette Wilson-Sampras,2800000,Comedy,black comedy|marriage|marriage proposal|not taking no for an answer|obsessive woman,English,USA,R,4000000,5.8,1.85
Love the Coopers ,Jessie Nelson,107,Olivia Wilde,Alex Borstein,Timothée Chalamet,26284475,Comedy,christmas|family dinner|husband wife conflict|husband wife kiss|large family,English,USA,PG-13,17000000,5.7,2.35
Lovely & Amazing ,Nicole Holofcener,91,Aunjanue Ellis,Brenda Blethyn,Raven Goodwin,4186931,Comedy|Drama|Romance,african american|dog|homecoming queen|insecurity|surgery,English,USA,R,250000,6.9,1.85
"Lovely, Still ",Nicholas Fackler,90,Adam Scott,Ellen Burstyn,Martin Landau,124720,Drama|Romance,christmas|fable|old man,English,USA,PG,5000000,7.3,1.85
Love's Abiding Joy ,Michael Landon Jr.,87,William Morgan Sheppard,Kevin Gage,Brianna Brown,252726,Drama|Family|Western,19th century|faith|mayor|ranch|sheriff,,USA,PG,3000000,7.2,
Lucky You ,Curtis Hanson,124,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,5755286,Drama|Romance|Sport,losing|poker|poker player|reference to frederic chopin|reference to johannes brahms,English,USA,PG-13,55000000,5.9,2.35
Luminarias ,José Luis Valenzuela,100,Cheech Marin,Lupe Ontiveros,Robert Beltran,428535,Comedy|Romance,divorce|friend|jewish|lent|restaurant,English,USA,R,1000000,3.6,
MacGruber ,Jorma Taccone,95,Jasper Cole,Will Forte,Powers Boothe,8460995,Action|Comedy|Romance,colonel|lieutenant|nuclear warhead|team|washington d.c.,English,USA,R,10000000,5.5,2.35
Machete ,Ethan Maniquis,105,Robert De Niro,Don Johnson,Cheech Marin,26589953,Action|Crime|Thriller,machete|mexican|mexico|priest|texas,English,USA,R,10500000,6.7,1.85
Machine Gun Preacher ,Marc Forster,129,Gerard Butler,Madeline Carroll,Kathy Baker,537580,Action|Biography|Crime|Drama,africa|biker|church|orphanage|preacher,English,USA,R,30000000,6.8,2.35
Mad City ,Costa-Gavras,115,Mia Kirshner,Blythe Danner,William Atherton,10556196,Crime|Drama|Thriller,hostage|museum|natural history museum|news reporter|reporter,English,USA,PG-13,50000000,6.2,2.35
Mad Money ,Callie Khouri,104,Stephen Root,Ted Danson,Roger Cross,20668843,Comedy|Crime|Thriller,bank|federal reserve bank|money|security guard|shredder,English,USA,PG-13,22000000,5.8,2.35
Madagascar 3: Europe's Most Wanted ,Eric Darnell,93,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,216366733,Adventure|Animation|Comedy|Family,animal|circus|island name in title|lemur|penguin,English,USA,PG,145000000,6.9,1.85
Madagascar: Escape 2 Africa ,Eric Darnell,89,Bernie Mac,Jada Pinkett Smith,Cedric the Entertainer,179982968,Action|Adventure|Animation|Comedy|Family,africa|madagascar|new york city|sequel|zoo,English,USA,PG,150000000,6.7,1.85
Madagascar ,Eric Darnell,86,Jada Pinkett Smith,Cedric the Entertainer,Andy Richter,193136719,Adventure|Animation|Comedy|Family,escape|jungle|lemur|madagascar|zoo,English,USA,PG,75000000,6.9,1.85
Made of Honor ,Paul Weiland,101,Busy Philipps,Beau Garrett,Kevin Sussman,46012734,Comedy|Romance,friend|love|maid|maid of honor|marriage,English,USA,PG-13,40000000,5.8,2.35
Made ,Jon Favreau,95,Jon Favreau,Faizon Love,Jonathan Silverman,5308707,Comedy|Crime|Drama|Thriller,friendship|loudmouth|money laundering|new york city|stripper,English,USA,R,5000000,6.4,1.85
Madea's Family Reunion ,Tyler Perry,107,Boris Kodjoe,Cicely Tyson,Blair Underwood,63231524,Comedy|Drama|Romance,cross dressing|family reunion|madea series|reflective|sister sister relationship,English,USA,PG-13,6000000,5,1.85
Madea's Witness Protection ,Tyler Perry,114,John Amos,Tom Arnold,Romeo Miller,65623128,Comedy|Crime|Drama,critically bashed|culture shock|interracial relationship|madea series|ponzi scheme,English,USA,PG-13,20000000,4.8,1.85
Maggie ,Henry Hobson,95,Joely Richardson,J.D. Evermore,David A Cole,131175,Drama|Horror,father daughter relationship|playing against type|post apocalypse|protective father|zombie apocalypse,English,USA,PG-13,8500000,5.6,2.35
Magic Mike XXL ,Gregory Jacobs,115,Matt Bomer,Channing Tatum,Kevin Nash,66009973,Comedy|Drama|Music,male bonding|male friendship|male objectification|muscular|stripper,English,USA,R,14800000,5.7,2.35
Magic Mike ,Steven Soderbergh,110,Channing Tatum,Alex Pettyfer,Matthew McConaughey,113709992,Comedy|Drama,bank|male nudity|male objectification|male stripper|stripper,English,USA,R,7000000,6.1,2.35
Magnolia ,Paul Thomas Anderson,188,Patton Oswalt,Neil Flynn,Jim Meskimen,22450975,Drama,abusive father|coincidence|fictional game show|fictional quiz show|multiple storyline,English,USA,R,37000000,8,2.35
Maid in Manhattan ,Wayne Wang,105,Bob Hoskins,Frances Conroy,Natasha Richardson,93815117,Comedy|Drama|Romance,hotel|maid|new york city|place name in title|the bronx,English,USA,PG-13,55000000,5.1,2.35
